type,event,id,created_at,modified_at
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.14.2 (KHTML, like Gecko) Version/5.0.1 Safari/535.14.2"", ""ip"": ""93.222.194.240"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/13""}",713,2025-01-31 12:55:07.630119,2025-01-31 12:55:07.630119
SEARCH,"{""user-agent"": ""Opera/8.85.(X11; Linux i686; dv-MV) Presto/2.9.169 Version/11.00"", ""ip"": ""109.27.248.84"", ""customer-id"": null, ""query"": ""Reactive modular access""}",714,2025-01-31 12:55:07.692392,2025-01-31 12:55:07.692392
SEARCH,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.1)"", ""ip"": ""34.222.176.195"", ""customer-id"": null, ""query"": ""Quality-focused context-sensitive matrices""}",715,2025-01-31 12:55:07.753034,2025-01-31 12:55:07.753034
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/532.1.5 (KHTML, like Gecko) Version/5.0.1 Safari/532.1.5"", ""ip"": ""70.20.245.23"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/18""}",716,2025-01-31 12:55:07.809777,2025-01-31 12:55:07.809777
ADD_PRODUCT_TO_CART,"{""product"": 11, ""customer-id"": 26}",717,2025-01-31 12:55:07.861765,2025-01-31 12:55:07.861765
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/32.0.857.0 Mobile/82S857 Safari/531.2"", ""ip"": ""78.14.243.9"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/10""}",718,2025-01-31 12:55:07.916257,2025-01-31 12:55:07.916257
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 7_6 rv:2.0; ce-RU) AppleWebKit/531.16.2 (KHTML, like Gecko) Version/4.1 Safari/531.16.2"", ""ip"": ""204.212.76.211"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/10"", ""referrer"": ""https://austin.com""}",719,2025-01-31 12:55:07.966120,2025-01-31 12:55:07.966120
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/39.0.871.0 Safari/532.2"", ""ip"": ""216.199.213.180"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/14""}",720,2025-01-31 12:55:08.016856,2025-01-31 12:55:08.016856
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/15.0.893.0 Mobile/07I220 Safari/535.2"", ""ip"": ""17.204.39.157"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/6""}",721,2025-01-31 12:55:08.075509,2025-01-31 12:55:08.075509
PAGE_VIEW,"{""user-agent"": ""Opera/8.15.(X11; Linux x86_64; sq-ML) Presto/2.9.171 Version/12.00"", ""ip"": ""73.86.129.69"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/5""}",722,2025-01-31 12:55:08.131281,2025-01-31 12:55:08.131281
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/5.0)"", ""ip"": ""169.9.11.61"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/12""}",723,2025-01-31 12:55:08.191528,2025-01-31 12:55:08.191528
ADD_PRODUCT_TO_CART,"{""product"": 9, ""customer-id"": 45}",724,2025-01-31 12:55:08.239191,2025-01-31 12:55:08.239191
PAGE_VIEW,"{""user-agent"": ""Opera/8.78.(X11; Linux x86_64; tt-RU) Presto/2.9.181 Version/12.00"", ""ip"": ""6.83.148.180"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/3""}",725,2025-01-31 12:55:08.293645,2025-01-31 12:55:08.293645
ADD_PRODUCT_TO_CART,"{""product"": 5, ""customer-id"": 42}",726,2025-01-31 12:55:08.340101,2025-01-31 12:55:08.340101
VISIT_RELATED_PRODUCT,"{""user-agent"": ""Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/15.0.823.0 Safari/532.2"", ""ip"": ""192.34.181.113"", ""customer-id"": null, ""product"": 4, ""position"": 1}",727,2025-01-31 12:55:08.390502,2025-01-31 12:55:08.390502
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/15.0.823.0 Safari/532.2"", ""ip"": ""192.34.181.113"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/4""}",728,2025-01-31 12:55:08.449523,2025-01-31 12:55:08.449523
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/32.0.800.0 Mobile/55U948 Safari/532.1"", ""ip"": ""169.17.86.14"", ""customer-id"": 40, ""page"": ""https://xcc-webshop.com/category/11""}",729,2025-01-31 12:55:08.610677,2025-01-31 12:55:08.610677
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Windows NT 4.0; kok-IN; rv:1.9.1.20) Gecko/2014-10-02 17:41:48 Firefox/3.8"", ""ip"": ""1.129.30.192"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/12""}",730,2025-01-31 12:55:08.684188,2025-01-31 12:55:08.684188
ADD_PRODUCT_TO_CART,"{""product"": 12, ""customer-id"": 47}",731,2025-01-31 12:55:08.744463,2025-01-31 12:55:08.744463
PAGE_VIEW,"{""user-agent"": ""Opera/9.18.(Windows NT 5.01; gl-ES) Presto/2.9.171 Version/10.00"", ""ip"": ""1.17.231.101"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/3""}",732,2025-01-31 12:55:08.810219,2025-01-31 12:55:08.810219
SEARCH,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/61.0.841.0 Safari/536.1"", ""ip"": ""80.213.248.117"", ""customer-id"": null, ""query"": ""Virtual regional utilization""}",733,2025-01-31 12:55:08.904825,2025-01-31 12:55:08.904825
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/11.6v9041.0 Mobile/53Q595 Safari/536.2"", ""ip"": ""120.195.117.62"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/2""}",734,2025-01-31 12:55:08.958409,2025-01-31 12:55:08.958409
PAGE_VIEW,"{""user-agent"": ""Opera/9.65.(Windows NT 10.0; is-IS) Presto/2.9.169 Version/12.00"", ""ip"": ""222.9.30.32"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/15""}",735,2025-01-31 12:55:09.011557,2025-01-31 12:55:09.011557
PAGE_VIEW,"{""user-agent"": ""Opera/9.71.(Windows NT 4.0; fy-NL) Presto/2.9.176 Version/11.00"", ""ip"": ""70.26.253.189"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/1""}",736,2025-01-31 12:55:09.067280,2025-01-31 12:55:09.067280
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Android 3.2.2; Mobile; rv:60.0) Gecko/60.0 Firefox/60.0"", ""ip"": ""44.213.252.202"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/8""}",737,2025-01-31 12:55:09.123603,2025-01-31 12:55:09.123603
ADD_PRODUCT_TO_CART,"{""product"": 2, ""customer-id"": 55}",738,2025-01-31 12:55:09.288689,2025-01-31 12:55:09.288689
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/4.0)"", ""ip"": ""180.132.226.163"", ""customer-id"": 55, ""page"": ""https://xcc-webshop.com/category/20""}",739,2025-01-31 12:55:09.346843,2025-01-31 12:55:09.346843
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.0)"", ""ip"": ""98.144.147.209"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/2""}",740,2025-01-31 12:55:09.411507,2025-01-31 12:55:09.411507
PAGE_VIEW,"{""user-agent"": ""Opera/8.80.(Windows NT 6.2; wa-BE) Presto/2.9.175 Version/11.00"", ""ip"": ""129.95.69.110"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/5""}",741,2025-01-31 12:55:09.460221,2025-01-31 12:55:09.460221
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/57.0.801.0 Safari/531.0"", ""ip"": ""181.100.231.3"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/2""}",742,2025-01-31 12:55:09.507127,2025-01-31 12:55:09.507127
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2010-03-03 15:50:17 Firefox/3.6.2"", ""ip"": ""38.81.122.61"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/9""}",743,2025-01-31 12:55:09.553164,2025-01-31 12:55:09.553164
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.1)"", ""ip"": ""142.65.107.20"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/17""}",744,2025-01-31 12:55:09.601547,2025-01-31 12:55:09.601547
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/5.0)"", ""ip"": ""107.201.128.235"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://taylor.biz""}",745,2025-01-31 12:55:09.651835,2025-01-31 12:55:09.651835
VISIT_RECENTLY_VISITED_PRODUCT,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/5.0)"", ""ip"": ""107.201.128.235"", ""customer-id"": null, ""product"": 3, ""position"": 2}",746,2025-01-31 12:55:09.749129,2025-01-31 12:55:09.749129
SIGN_UP_SUCCESS,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/5.0)"", ""ip"": ""107.201.128.235"", ""customer-id"": 50}",747,2025-01-31 12:55:10.025227,2025-01-31 12:55:10.025227
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/5.0)"", ""ip"": ""107.201.128.235"", ""customer-id"": 50, ""page"": ""https://xcc-webshop.com/products/3""}",748,2025-01-31 12:55:10.081030,2025-01-31 12:55:10.081030
ADD_PRODUCT_TO_CART,"{""product"": 11, ""customer-id"": 60}",749,2025-01-31 12:55:10.141029,2025-01-31 12:55:10.141029
VISIT_RELATED_PRODUCT,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/22.0.871.0 Safari/535.2"", ""ip"": ""151.103.154.50"", ""customer-id"": null, ""product"": 14, ""position"": 6}",750,2025-01-31 12:55:10.201225,2025-01-31 12:55:10.201225
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/22.0.871.0 Safari/535.2"", ""ip"": ""151.103.154.50"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/14"", ""referrer"": ""https://schmidt.com""}",751,2025-01-31 12:55:10.255884,2025-01-31 12:55:10.255884
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/42.0.879.0 Mobile/94T006 Safari/534.0"", ""ip"": ""158.150.139.111"", ""customer-id"": 66, ""page"": ""https://xcc-webshop.com/cart""}",752,2025-01-31 12:55:10.337273,2025-01-31 12:55:10.337273
REMOVE_PRODUCT_FROM_CART,"{""product"": 1, ""customer-id"": 66}",753,2025-01-31 12:55:10.428447,2025-01-31 12:55:10.428447
SEARCH,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/42.0.879.0 Mobile/94T006 Safari/534.0"", ""ip"": ""158.150.139.111"", ""customer-id"": 66, ""query"": ""Fully-configurable intermediate application""}",754,2025-01-31 12:55:10.482198,2025-01-31 12:55:10.482198
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/10.4f7305.0 Mobile/36H336 Safari/536.0"", ""ip"": ""122.21.138.175"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/16""}",755,2025-01-31 12:55:10.538095,2025-01-31 12:55:10.538095
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/33.0.863.0 Safari/534.2"", ""ip"": ""155.72.180.101"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/9""}",756,2025-01-31 12:55:10.596873,2025-01-31 12:55:10.596873
SEARCH,"{""user-agent"": ""Opera/8.44.(X11; Linux i686; apn-IN) Presto/2.9.181 Version/10.00"", ""ip"": ""162.85.38.216"", ""customer-id"": null, ""query"": ""Synchronized bifurcated hub""}",757,2025-01-31 12:55:10.660843,2025-01-31 12:55:10.660843
PAGE_VIEW,"{""user-agent"": ""Opera/8.32.(X11; Linux x86_64; te-IN) Presto/2.9.180 Version/12.00"", ""ip"": ""34.132.185.228"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/16""}",758,2025-01-31 12:55:10.736155,2025-01-31 12:55:10.736155
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.35.5 (KHTML, like Gecko) Version/5.0 Safari/534.35.5"", ""ip"": ""6.239.1.183"", ""customer-id"": 73, ""page"": ""https://xcc-webshop.com/category/9""}",759,2025-01-31 12:55:10.820378,2025-01-31 12:55:10.820378
ADD_PRODUCT_TO_CART,"{""product"": 13, ""customer-id"": 65}",760,2025-01-31 12:55:10.904275,2025-01-31 12:55:10.904275
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/12.6k5348.0 Mobile/46Y709 Safari/532.1"", ""ip"": ""43.154.153.105"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/3""}",761,2025-01-31 12:55:10.967755,2025-01-31 12:55:10.967755
SEARCH,"{""user-agent"": ""Mozilla/5.0 (Linux; Android 4.0.2) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/22.0.846.0 Safari/532.2"", ""ip"": ""142.108.219.46"", ""customer-id"": null, ""query"": ""Visionary didactic definition""}",762,2025-01-31 12:55:11.026866,2025-01-31 12:55:11.026866
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.0)"", ""ip"": ""38.26.159.252"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/4""}",763,2025-01-31 12:55:11.082163,2025-01-31 12:55:11.082163
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/534.1.4 (KHTML, like Gecko) Version/4.0.3 Safari/534.1.4"", ""ip"": ""129.250.216.242"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/2""}",764,2025-01-31 12:55:11.133466,2025-01-31 12:55:11.133466
ADD_PRODUCT_TO_CART,"{""product"": 5, ""customer-id"": 54}",765,2025-01-31 12:55:11.189648,2025-01-31 12:55:11.189648
SEARCH,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/10.7y9818.0 Mobile/09V818 Safari/535.1"", ""ip"": ""73.179.51.33"", ""customer-id"": null, ""query"": ""Streamlined regional application""}",766,2025-01-31 12:55:11.239239,2025-01-31 12:55:11.239239
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; nn-NO) AppleWebKit/534.1.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6534.1.4"", ""ip"": ""108.18.47.226"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/17""}",767,2025-01-31 12:55:11.292750,2025-01-31 12:55:11.292750
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Linux; Android 8.0.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/58.0.836.0 Safari/535.1"", ""ip"": ""55.118.150.51"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/7""}",768,2025-01-31 12:55:11.348450,2025-01-31 12:55:11.348450
SEARCH,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/3.1)"", ""ip"": ""135.152.155.251"", ""customer-id"": null, ""query"": ""Multi-lateral value-added core""}",888,2025-01-31 12:55:20.336443,2025-01-31 12:55:20.336443
SEARCH,"{""user-agent"": ""Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; tg-TJ) AppleWebKit/534.21.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6534.21.1"", ""ip"": ""113.65.146.48"", ""customer-id"": null, ""query"": ""Customizable asymmetric strategy""}",769,2025-01-31 12:55:11.405060,2025-01-31 12:55:11.405060
ADD_PRODUCT_TO_CART,"{""product"": 8, ""customer-id"": 76}",770,2025-01-31 12:55:11.453371,2025-01-31 12:55:11.453371
VISIT_RELATED_PRODUCT,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/28.0.872.0 Mobile/81P062 Safari/534.2"", ""ip"": ""174.45.32.184"", ""customer-id"": null, ""product"": 5, ""position"": 6}",771,2025-01-31 12:55:11.504277,2025-01-31 12:55:11.504277
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/28.0.872.0 Mobile/81P062 Safari/534.2"", ""ip"": ""174.45.32.184"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/5""}",772,2025-01-31 12:55:11.558279,2025-01-31 12:55:11.558279
PAGE_VIEW,"{""user-agent"": ""Opera/9.62.(Windows NT 4.0; hne-IN) Presto/2.9.174 Version/10.00"", ""ip"": ""187.173.7.109"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/20""}",773,2025-01-31 12:55:11.607534,2025-01-31 12:55:11.607534
PAGE_VIEW,"{""user-agent"": ""Opera/9.66.(X11; Linux x86_64; mi-NZ) Presto/2.9.186 Version/12.00"", ""ip"": ""120.157.181.10"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/18""}",774,2025-01-31 12:55:11.658602,2025-01-31 12:55:11.658602
SEARCH,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/35.0.846.0 Safari/536.2"", ""ip"": ""170.17.18.159"", ""customer-id"": null, ""query"": ""Organic fault-tolerant collaboration""}",775,2025-01-31 12:55:11.709700,2025-01-31 12:55:11.709700
SIGN_UP_SUCCESS,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/3.0)"", ""ip"": ""111.70.8.176"", ""customer-id"": 87}",776,2025-01-31 12:55:12.026347,2025-01-31 12:55:12.026347
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/3.0)"", ""ip"": ""111.70.8.176"", ""customer-id"": 87, ""page"": ""https://xcc-webshop.com/products/1""}",777,2025-01-31 12:55:12.087418,2025-01-31 12:55:12.087418
SEARCH,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/3.1)"", ""ip"": ""175.107.71.169"", ""customer-id"": null, ""query"": ""Synchronized transitional Internet solution""}",778,2025-01-31 12:55:12.167794,2025-01-31 12:55:12.167794
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/4.0)"", ""ip"": ""173.86.52.224"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/19""}",779,2025-01-31 12:55:12.233081,2025-01-31 12:55:12.233081
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/3.0)"", ""ip"": ""161.97.104.184"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/18""}",780,2025-01-31 12:55:12.279217,2025-01-31 12:55:12.279217
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Android 4.4.3; Mobile; rv:50.0) Gecko/50.0 Firefox/50.0"", ""ip"": ""83.11.33.209"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/2""}",781,2025-01-31 12:55:12.327472,2025-01-31 12:55:12.327472
SEARCH,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2012-04-03 11:21:28 Firefox/3.8"", ""ip"": ""168.69.15.57"", ""customer-id"": 97, ""query"": ""Digitized multi-tasking attitude""}",782,2025-01-31 12:55:12.372353,2025-01-31 12:55:12.372353
PAGE_VIEW,"{""user-agent"": ""Opera/8.37.(X11; Linux i686; sd-IN) Presto/2.9.179 Version/11.00"", ""ip"": ""6.2.139.42"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/11""}",783,2025-01-31 12:55:12.421793,2025-01-31 12:55:12.421793
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/13.0u2833.0 Mobile/82E773 Safari/533.0"", ""ip"": ""133.110.248.174"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/13""}",784,2025-01-31 12:55:12.505703,2025-01-31 12:55:12.505703
SEARCH,"{""user-agent"": ""Mozilla/5.0 (Android 3.2.3; Mobile; rv:23.0) Gecko/23.0 Firefox/23.0"", ""ip"": ""189.235.145.157"", ""customer-id"": null, ""query"": ""Self-enabling stable projection""}",785,2025-01-31 12:55:12.558044,2025-01-31 12:55:12.558044
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.44.2 (KHTML, like Gecko) Version/4.0.2 Safari/535.44.2"", ""ip"": ""68.218.128.226"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/4""}",786,2025-01-31 12:55:12.617348,2025-01-31 12:55:12.617348
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 7_4 rv:4.0; yue-HK) AppleWebKit/535.31.3 (KHTML, like Gecko) Version/5.0.1 Safari/535.31.3"", ""ip"": ""190.135.77.171"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/6""}",787,2025-01-31 12:55:12.678590,2025-01-31 12:55:12.678590
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Android 4.0.1; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0"", ""ip"": ""2.0.166.1"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://smith.org""}",788,2025-01-31 12:55:12.755042,2025-01-31 12:55:12.755042
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Android 4.0.1; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0"", ""ip"": ""2.0.166.1"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/16""}",789,2025-01-31 12:55:12.899187,2025-01-31 12:55:12.899187
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; tt-RU) AppleWebKit/532.50.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6532.50.4"", ""ip"": ""147.24.7.206"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/6""}",790,2025-01-31 12:55:12.978572,2025-01-31 12:55:12.978572
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Linux; Android 2.3.5) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/54.0.866.0 Safari/535.0"", ""ip"": ""183.70.83.12"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/15""}",791,2025-01-31 12:55:13.060545,2025-01-31 12:55:13.060545
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/54.0.894.0 Mobile/86L331 Safari/533.1"", ""ip"": ""206.225.125.83"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/1""}",792,2025-01-31 12:55:13.130896,2025-01-31 12:55:13.130896
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/4.0)"", ""ip"": ""138.169.219.207"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/3""}",793,2025-01-31 12:55:13.204904,2025-01-31 12:55:13.204904
SEARCH,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/14.9d8099.0 Mobile/56O375 Safari/536.0"", ""ip"": ""94.82.196.86"", ""customer-id"": null, ""query"": ""Optimized non-volatile instruction set""}",794,2025-01-31 12:55:13.279163,2025-01-31 12:55:13.279163
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Android 4.2.2; Mobile; rv:6.0) Gecko/6.0 Firefox/6.0"", ""ip"": ""19.32.128.142"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/5""}",795,2025-01-31 12:55:13.348638,2025-01-31 12:55:13.348638
PAGE_VIEW,"{""user-agent"": ""Opera/9.32.(Windows NT 5.01; bhb-IN) Presto/2.9.163 Version/10.00"", ""ip"": ""143.105.30.76"", ""customer-id"": 83, ""page"": ""https://xcc-webshop.com/category/17""}",796,2025-01-31 12:55:13.422708,2025-01-31 12:55:13.422708
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/60.0.810.0 Mobile/95B637 Safari/535.0"", ""ip"": ""175.13.209.106"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/7""}",797,2025-01-31 12:55:13.503233,2025-01-31 12:55:13.503233
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Opera/8.83.(Windows CE; be-BY) Presto/2.9.163 Version/10.00"", ""ip"": ""208.249.255.120"", ""customer-id"": null, ""product"": 14, ""position"": 2}",798,2025-01-31 12:55:13.583835,2025-01-31 12:55:13.583835
ADD_PRODUCT_TO_CART,"{""product"": 7, ""customer-id"": 140}",1821,2025-01-31 12:56:39.439882,2025-01-31 12:56:39.439882
